study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA473882	SAMN09276549	SRX4136840	SRR7230427	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163878: ATACseq_7TP_24hr_rep1; Homo sapiens; ATAC-seq	GSM3163878	3631378272;4177999616	0a2a5324a29aec6fe32c2c8fc52397c4;bf5e98d8006649543b7ff7351d71c03c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/007/SRR7230427/SRR7230427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/007/SRR7230427/SRR7230427_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/007/SRR7230427/SRR7230427_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/007/SRR7230427/SRR7230427_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/007/SRR7230427	GSM3163878	ATACseq_7TP_24hr_rep1
PRJNA473882	SAMN09276547	SRX4136841	SRR7230428	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163879: ATACseq_7TP_48hr_rep1; Homo sapiens; ATAC-seq	GSM3163879	3422496554;3940823788	0b8b9bee35fc8d7e0bbe243189c3be7c;407b9fd877189b0ccba6866c491b4368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7230428/SRR7230428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7230428/SRR7230428_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/008/SRR7230428/SRR7230428_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/008/SRR7230428/SRR7230428_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/008/SRR7230428	GSM3163879	ATACseq_7TP_48hr_rep1
PRJNA473882	SAMN09276514	SRX4136842	SRR7230429	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163880: ATACseq_7TP_72hr_rep1; Homo sapiens; ATAC-seq	GSM3163880	4320450105;4926804769	f389df89bb24c45d8d140c7607c90035;0809fd160a0fc3adc245eb9605e19b41	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/009/SRR7230429/SRR7230429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/009/SRR7230429/SRR7230429_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/009/SRR7230429/SRR7230429_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/009/SRR7230429/SRR7230429_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/009/SRR7230429	GSM3163880	ATACseq_7TP_72hr_rep1
PRJNA473882	SAMN09276579	SRX4136843	SRR7230430	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163881: ATACseq_7TP_0hr_rep2; Homo sapiens; ATAC-seq	GSM3163881	2320174548;2653126089	b920926fc6edb7077ac668ea48272e91;a59fc49976e448db99659820badfa4fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7230430/SRR7230430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7230430/SRR7230430_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/000/SRR7230430/SRR7230430_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/000/SRR7230430/SRR7230430_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/000/SRR7230430	GSM3163881	ATACseq_7TP_0hr_rep2
PRJNA473882	SAMN09276578	SRX4136844	SRR7230431	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163882: ATACseq_7TP_3hr_rep2; Homo sapiens; ATAC-seq	GSM3163882	2481874074;2887454141	624824952903dfa3c0fd11c06393d6c6;3e53a22f999314d594d95477ac6c24d9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/001/SRR7230431/SRR7230431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/001/SRR7230431/SRR7230431_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/001/SRR7230431/SRR7230431_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/001/SRR7230431/SRR7230431_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/001/SRR7230431	GSM3163882	ATACseq_7TP_3hr_rep2
PRJNA473882	SAMN09276577	SRX4136845	SRR7230432	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163883: ATACseq_7TP_6hr_rep2; Homo sapiens; ATAC-seq	GSM3163883	3519021776;4087405971	92be5119a90d60c562f23f4be21426c5;041e96c1d10837399c20736a79924e65	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/002/SRR7230432/SRR7230432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/002/SRR7230432/SRR7230432_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/002/SRR7230432/SRR7230432_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/002/SRR7230432/SRR7230432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/002/SRR7230432	GSM3163883	ATACseq_7TP_6hr_rep2
PRJNA473882	SAMN09276576	SRX4136846	SRR7230433	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163884: ATACseq_7TP_12hr_rep2; Homo sapiens; ATAC-seq	GSM3163884	3663829555;4193131531	6480c6beb6e51222921971d574e2d8d4;637439027c42923406a8deff3ad590a7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230433/SRR7230433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230433/SRR7230433_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/003/SRR7230433/SRR7230433_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/003/SRR7230433/SRR7230433_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/003/SRR7230433	GSM3163884	ATACseq_7TP_12hr_rep2
PRJNA473882	SAMN09276575	SRX4136847	SRR7230434	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163885: ATACseq_7TP_24hr_rep2; Homo sapiens; ATAC-seq	GSM3163885	3911841682;4413415988	031af795c8291f66a15b8c8b2735d0c4;0d449782f002283f40c80619a77af5ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7230434/SRR7230434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7230434/SRR7230434_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/004/SRR7230434/SRR7230434_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/004/SRR7230434/SRR7230434_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/004/SRR7230434	GSM3163885	ATACseq_7TP_24hr_rep2
PRJNA473882	SAMN09276574	SRX4136848	SRR7230435	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163886: ATACseq_7TP_48hr_rep2; Homo sapiens; ATAC-seq	GSM3163886	3027959102;3453582690	560254bc12bad6c4205d1cadd614393a;36f02221cf23c72edaf95aa9418942a3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/005/SRR7230435/SRR7230435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/005/SRR7230435/SRR7230435_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/005/SRR7230435/SRR7230435_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/005/SRR7230435/SRR7230435_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/005/SRR7230435	GSM3163886	ATACseq_7TP_48hr_rep2
PRJNA473882	SAMN09276573	SRX4136849	SRR7230436	9606	Homo sapiens		PAIRED	ATAC-seq	GENOMIC	other	Illumina HiSeq 4000 sequencing; GSM3163887: ATACseq_7TP_72hr_rep2; Homo sapiens; ATAC-seq	GSM3163887	2711021130;3139365876	0d1a18d60267f8f2cc77152df49cee6b;4b99edb990e8ba0e63649e4cffc2a09e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/006/SRR7230436/SRR7230436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/006/SRR7230436/SRR7230436_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/006/SRR7230436/SRR7230436_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/006/SRR7230436/SRR7230436_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/006/SRR7230436	GSM3163887	ATACseq_7TP_72hr_rep2
