study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA473881	SAMN09276562	SRX4136860	SRR7230447	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163836: H3K27me3_ChIPSeq_rep1_12hr; Homo sapiens; ChIP-Seq	GSM3163836	798544202	f7aa47ecce3c14588f24b6ef5ed3288a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/007/SRR7230447/SRR7230447.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/007/SRR7230447/SRR7230447.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/007/SRR7230447	GSM3163836	H3K27me3_ChIPSeq_rep1_12hr
PRJNA473881	SAMN09276561	SRX4136861	SRR7230448	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163837: H3K27me3_ChIPSeq_rep1_24hr; Homo sapiens; ChIP-Seq	GSM3163837	662094659	81a36efa3ba7e63c08982ee574121dea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7230448/SRR7230448.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/008/SRR7230448/SRR7230448.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/008/SRR7230448	GSM3163837	H3K27me3_ChIPSeq_rep1_24hr
PRJNA473881	SAMN09276560	SRX4136862	SRR7230449	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163838: H3K27me3_ChIPSeq_rep1_48hr; Homo sapiens; ChIP-Seq	GSM3163838	958816803	59afa02ad9260719e26513730633e096	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/009/SRR7230449/SRR7230449.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/009/SRR7230449/SRR7230449.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/009/SRR7230449	GSM3163838	H3K27me3_ChIPSeq_rep1_48hr
PRJNA473881	SAMN09276559	SRX4136863	SRR7230450	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163839: H3K27me3_ChIPSeq_rep1_72hr; Homo sapiens; ChIP-Seq	GSM3163839	622229746	db6b456d97f9345741cbd21e0207afc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7230450/SRR7230450.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/000/SRR7230450/SRR7230450.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/000/SRR7230450	GSM3163839	H3K27me3_ChIPSeq_rep1_72hr
PRJNA473881	SAMN09276558	SRX4136864	SRR7230451	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163840: input_DNA_rep1_0hr_Input; Homo sapiens; ChIP-Seq	GSM3163840	1117669256	6d26de8d6a96667d8dade032bb27bdf7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/001/SRR7230451/SRR7230451.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/001/SRR7230451/SRR7230451.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/001/SRR7230451	GSM3163840	input_DNA_rep1_0hr_Input
PRJNA473881	SAMN09276557	SRX4136865	SRR7230452	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163841: input_DNA_rep1_3hr_Input; Homo sapiens; ChIP-Seq	GSM3163841	1077286790	b66965acc74f3d3d123537e91e9f097a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/002/SRR7230452/SRR7230452.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/002/SRR7230452/SRR7230452.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/002/SRR7230452	GSM3163841	input_DNA_rep1_3hr_Input
PRJNA473881	SAMN09276556	SRX4136866	SRR7230453	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163842: input_DNA_rep1_6hr_Input; Homo sapiens; ChIP-Seq	GSM3163842	1253473100	b3e527b6d1086fff590378f63b7a7cc9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230453/SRR7230453.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/003/SRR7230453/SRR7230453.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/003/SRR7230453	GSM3163842	input_DNA_rep1_6hr_Input
PRJNA473881	SAMN09276555	SRX4136867	SRR7230454	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163843: input_DNA_rep1_12hr_Input; Homo sapiens; ChIP-Seq	GSM3163843	1071906162	bd18051313220587b60512d0d689be20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7230454/SRR7230454.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/004/SRR7230454/SRR7230454.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/004/SRR7230454	GSM3163843	input_DNA_rep1_12hr_Input
PRJNA473881	SAMN09276554	SRX4136868	SRR7230455	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163844: input_DNA_rep1_24hr_Input; Homo sapiens; ChIP-Seq	GSM3163844	1207628015	ef957e40b9046eca1d0120d2e9ecfb67	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/005/SRR7230455/SRR7230455.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/005/SRR7230455/SRR7230455.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/005/SRR7230455	GSM3163844	input_DNA_rep1_24hr_Input
PRJNA473881	SAMN09276545	SRX4136869	SRR7230456	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163845: input_DNA_rep1_48hr_Input; Homo sapiens; ChIP-Seq	GSM3163845	993405608	03921c67ed464d304b31855cfefb40de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/006/SRR7230456/SRR7230456.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/006/SRR7230456/SRR7230456.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/006/SRR7230456	GSM3163845	input_DNA_rep1_48hr_Input
PRJNA473881	SAMN09276544	SRX4136870	SRR7230457	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163846: input_DNA_rep1_72hr_Input; Homo sapiens; ChIP-Seq	GSM3163846	932066657	2466d22afa4e9e8147ab6fecfb612838	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/007/SRR7230457/SRR7230457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/007/SRR7230457/SRR7230457.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/007/SRR7230457	GSM3163846	input_DNA_rep1_72hr_Input
PRJNA473881	SAMN09276542	SRX4136871	SRR7230458	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163847: H3K27ac_ChIPSeq_rep2_0hr; Homo sapiens; ChIP-Seq	GSM3163847	1063176970	cc5e77c8909a662c7586c1a18921208d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7230458/SRR7230458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/008/SRR7230458/SRR7230458.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/008/SRR7230458	GSM3163847	H3K27ac_ChIPSeq_rep2_0hr
PRJNA473881	SAMN09276541	SRX4136872	SRR7230459	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163848: H3K27ac_ChIPSeq_rep2_3hr; Homo sapiens; ChIP-Seq	GSM3163848	1048836563	c2eda483243eefae1335372a32cdb5bd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/009/SRR7230459/SRR7230459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/009/SRR7230459/SRR7230459.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/009/SRR7230459	GSM3163848	H3K27ac_ChIPSeq_rep2_3hr
PRJNA473881	SAMN09276540	SRX4136873	SRR7230460	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163849: H3K27ac_ChIPSeq_rep2_6hr; Homo sapiens; ChIP-Seq	GSM3163849	913795299	35665339c6a715a3f8f4483615c2cc42	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7230460/SRR7230460.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/000/SRR7230460/SRR7230460.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/000/SRR7230460	GSM3163849	H3K27ac_ChIPSeq_rep2_6hr
PRJNA473881	SAMN09276539	SRX4136874	SRR7230461	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163850: H3K27ac_ChIPSeq_rep2_12hr; Homo sapiens; ChIP-Seq	GSM3163850	797832955	cde8364766c351bfa76aa3161b1e5b5e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/001/SRR7230461/SRR7230461.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/001/SRR7230461/SRR7230461.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/001/SRR7230461	GSM3163850	H3K27ac_ChIPSeq_rep2_12hr
PRJNA473881	SAMN09276537	SRX4136875	SRR7230462	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163851: H3K27ac_ChIPSeq_rep2_24hr; Homo sapiens; ChIP-Seq	GSM3163851	1309034799	ca077e624b49e2f502110c28ddd6be8b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/002/SRR7230462/SRR7230462.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/002/SRR7230462/SRR7230462.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/002/SRR7230462	GSM3163851	H3K27ac_ChIPSeq_rep2_24hr
PRJNA473881	SAMN09276536	SRX4136876	SRR7230463	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163852: H3K27ac_ChIPSeq_rep2_48hr; Homo sapiens; ChIP-Seq	GSM3163852	1052370874	ab6ae47ba37b51371f59653af151e044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230463/SRR7230463.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/003/SRR7230463/SRR7230463.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/003/SRR7230463	GSM3163852	H3K27ac_ChIPSeq_rep2_48hr
PRJNA473881	SAMN09276535	SRX4136877	SRR7230464	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163853: H3K27ac_ChIPSeq_rep2_72hr; Homo sapiens; ChIP-Seq	GSM3163853	1324318318	90732820c38389d0ad1c24d93db46414	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7230464/SRR7230464.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/004/SRR7230464/SRR7230464.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/004/SRR7230464	GSM3163853	H3K27ac_ChIPSeq_rep2_72hr
PRJNA473881	SAMN09276533	SRX4136878	SRR7230465	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163854: H3K27me3_ChIPSeq_rep2_0hr; Homo sapiens; ChIP-Seq	GSM3163854	1094203607	acc9d76110b4a2c8cadbe7c8da61e0f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/005/SRR7230465/SRR7230465.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/005/SRR7230465/SRR7230465.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/005/SRR7230465	GSM3163854	H3K27me3_ChIPSeq_rep2_0hr
PRJNA473881	SAMN09276532	SRX4136879	SRR7230466	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163855: H3K27me3_ChIPSeq_rep2_3hr; Homo sapiens; ChIP-Seq	GSM3163855	1227027021	e60ac1e744bf69cd3eeea8fafb104bb9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/006/SRR7230466/SRR7230466.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/006/SRR7230466/SRR7230466.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/006/SRR7230466	GSM3163855	H3K27me3_ChIPSeq_rep2_3hr
PRJNA473881	SAMN09276531	SRX4136880	SRR7230467	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163856: H3K27me3_ChIPSeq_rep2_6hr; Homo sapiens; ChIP-Seq	GSM3163856	1021372611	2fbd8a13bdc61077031f407ee46efa33	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/007/SRR7230467/SRR7230467.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/007/SRR7230467/SRR7230467.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/007/SRR7230467	GSM3163856	H3K27me3_ChIPSeq_rep2_6hr
PRJNA473881	SAMN09276530	SRX4136881	SRR7230468	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163857: H3K27me3_ChIPSeq_rep2_12hr; Homo sapiens; ChIP-Seq	GSM3163857	1072139583	4c30d469a27d3f26a9c516b85bfc9916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7230468/SRR7230468.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/008/SRR7230468/SRR7230468.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/008/SRR7230468	GSM3163857	H3K27me3_ChIPSeq_rep2_12hr
PRJNA473881	SAMN09276529	SRX4136882	SRR7230469	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163858: H3K27me3_ChIPSeq_rep2_24hr; Homo sapiens; ChIP-Seq	GSM3163858	1063972131	65a457562d006e6d6c8e4da5ec7e5ceb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/009/SRR7230469/SRR7230469.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/009/SRR7230469/SRR7230469.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/009/SRR7230469	GSM3163858	H3K27me3_ChIPSeq_rep2_24hr
PRJNA473881	SAMN09276528	SRX4136883	SRR7230470	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163859: H3K27me3_ChIPSeq_rep2_48hr; Homo sapiens; ChIP-Seq	GSM3163859	961649552	1f9867887905ac6e80f0238622cfe08c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7230470/SRR7230470.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/000/SRR7230470/SRR7230470.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/000/SRR7230470	GSM3163859	H3K27me3_ChIPSeq_rep2_48hr
PRJNA473881	SAMN09276527	SRX4136884	SRR7230471	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163860: H3K27me3_ChIPSeq_rep2_72hr; Homo sapiens; ChIP-Seq	GSM3163860	952752691	8ecdc20827e5c50f55a0d3689e54c72f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/001/SRR7230471/SRR7230471.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/001/SRR7230471/SRR7230471.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/001/SRR7230471	GSM3163860	H3K27me3_ChIPSeq_rep2_72hr
PRJNA473881	SAMN09276526	SRX4136885	SRR7230472	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163861: input_DNA_rrep2_0hr_Input; Homo sapiens; ChIP-Seq	GSM3163861	1039854089	07165eec8799cab0e3551f51d7475052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/002/SRR7230472/SRR7230472.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/002/SRR7230472/SRR7230472.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/002/SRR7230472	GSM3163861	input_DNA_rrep2_0hr_Input
PRJNA473881	SAMN09276524	SRX4136886	SRR7230473	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163862: input_DNA_rrep2_3hr_Input; Homo sapiens; ChIP-Seq	GSM3163862	942263862	b81017ac16c439616673404d10a59913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/003/SRR7230473/SRR7230473.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/003/SRR7230473/SRR7230473.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/003/SRR7230473	GSM3163862	input_DNA_rrep2_3hr_Input
PRJNA473881	SAMN09276523	SRX4136887	SRR7230474	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163863: input_DNA_rrep2_6hr_Input; Homo sapiens; ChIP-Seq	GSM3163863	1177313457	05833c8e0ad79b7abad9c5a3e56541e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7230474/SRR7230474.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/004/SRR7230474/SRR7230474.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/004/SRR7230474	GSM3163863	input_DNA_rrep2_6hr_Input
PRJNA473881	SAMN09276522	SRX4136888	SRR7230475	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163864: input_DNA_rrep2_12hr_Input; Homo sapiens; ChIP-Seq	GSM3163864	906422628	04ffe676092b43a03fa5fd049354447c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/005/SRR7230475/SRR7230475.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/005/SRR7230475/SRR7230475.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/005/SRR7230475	GSM3163864	input_DNA_rrep2_12hr_Input
PRJNA473881	SAMN09276520	SRX4136889	SRR7230476	9606	Homo sapiens		SINGLE	ChIP-Seq	GENOMIC	ChIP	Illumina HiSeq 4000 sequencing; GSM3163865: input_DNA_rrep2_24hr_Input; Homo sapiens; ChIP-Seq	GSM3163865	1374511622	809a2f2ee94ecfe8def0a932ded6f2ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/006/SRR7230476/SRR7230476.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR723/006/SRR7230476/SRR7230476.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR723/006/SRR7230476	GSM3163865	input_DNA_rrep2_24hr_Input
