,gamma,,,,,,,,,,,
,Rep1,,,,Rep2,,,,ave_Rep1_Rep2,,,
,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter,transcripts,Mann-Whitney p-value,average phenotype of strongest 3,sgRNAs passing read count filter
ACP6,P1P2,0.420593677,-0.108755704,5,P1P2,0.810506159,-0.116575236,5,P1P2,0.530594418,-0.215480359,5
ACPP,P1P2,0.698515041,-0.075180112,5,P1P2,0.829626211,0.093929486,5,P1P2,0.907008608,-0.051683991,5
ACPT,ENST00000270593.1,0.307456931,-0.926459873,5,ENST00000270593.1,0.622830857,-0.243050325,5,ENST00000270593.1,0.301665324,-0.447923802,5
ACSL1,P1P2,0.698515041,0.060404262,5,P1P2,0.02773644,-1.476628632,5,P1P2,0.247750978,-0.880449314,5
ACSL3,P1P2,0.32527065,-0.328320383,5,P1P2,0.019800723,-1.122439073,5,P1P2,0.048436681,-0.778561817,5
ACSL4,P1P2,0.090892628,-0.783143781,5,P1P2,0.671409787,-0.649969003,5,P1P2,0.265797291,-0.703450697,5
ACSS2,P1P2,0.712215906,-0.366582137,5,P1P2,0.921639724,0.089917555,5,P1P2,0.460658241,-0.097818508,5
ACTA1,P1,0.094472335,-0.862406589,5,P1,0.366122592,-0.005178202,5,P1,0.307456931,-0.383690418,5
ACTR2,P1P2,0.096920963,-0.671170504,5,P1P2,0.029525213,-0.278075335,5,P1P2,0.039437803,-0.419742201,5
ACVR1,P1P2,0.703071355,0.101944428,5,P1P2,0.403080734,-0.658900823,5,P1P2,0.386012153,-0.261489695,5
ACVR1B,P1P2,0.887550281,0.047902703,5,P1P2,0.242756196,0.414719516,5,P1P2,0.475739775,0.310090549,5
ACVR1C,P1P2,0.931408867,0.093045634,5,P1P2,0.118382442,-0.550704691,5,P1P2,0.559178137,-0.228829529,5
ACVR2A,P1P2,0.200971057,-0.504687123,5,P1P2,0.086290258,0.59760194,5,P1P2,0.70763836,0.108527239,5
ACVR2B,P1P2,0.550935595,-0.061888115,5,P1P2,0.017637629,0.681366561,5,P1P2,0.200971057,0.36448417,5
ACVRL1,P1P2,0.250275163,0.450214991,5,P1P2,0.212012841,0.28056944,5,P1P2,0.176194249,0.32793993,5
ACY1,P1P2,0.914985772,0.391775686,4,P1P2,0.671883693,-0.74197309,4,P1P2,0.497523568,-0.109076048,4
ACY3,P1,0.375986183,-0.370373984,5,P1,0.20977013,-0.1620892,5,P1,0.232980034,-0.316107032,5
ACYP2,P1P2,0.382652167,-0.060996154,5,P1P2,0.468165375,-0.283997194,5,P1P2,0.301665324,-0.201258416,5
ADAM33,P1P2,0.442188091,0.495214565,5,P1P2,0.559178137,0.458271433,5,P1P2,0.403080734,0.451347286,5
ADAMTS5,P1P2,0.716803846,-0.444348184,5,P1P2,0.791498512,0.117282519,5,P1P2,0.990189414,-0.232725069,5
ADC,P1P2,0.112695921,-0.636655731,5,P1P2,0.689435069,-0.480787995,5,P1P2,0.228198073,-0.449987395,5
ADCK1,P1P2,0.782040211,-0.02972072,5,P1P2,0.640320917,0.144360804,5,P1P2,0.712215906,-0.00719713,5
ADCK2,P1P2,0.735256516,0.021545375,5,P1P2,0.162834253,-0.627151885,5,P1P2,0.735256516,-0.319783017,5
ADCK3,P1P2,0.268447404,-0.351806604,5,P1P2,0.824836257,-0.078310005,5,P1P2,0.250275163,-0.184080584,5
ADCK4,P1P2,0.498860913,-0.284750224,5,P1P2,0.744541252,-0.206735195,5,P1P2,0.310380159,-0.194329022,5
ADCK5,P1P2,0.008659603,-1.118053919,5,P1P2,0.559178137,-0.027791767,5,P1P2,0.094472335,-0.622101807,5
ADH1B,P1P2,0.735256516,0.138452784,5,P1P2,0.188282123,0.389904981,5,P1P2,0.431312529,0.2510754,5
ADH1C,P1P2,0.658013099,0.062293109,5,P1P2,0.4135355,0.288081682,5,P1P2,0.588489325,0.203635388,5
ADH4,P1P2,0.268447404,-0.395582468,5,P1P2,0.389390093,-0.441127339,5,P1P2,0.190354874,-0.441587917,5
ADH5,P1P2,0.853667627,-0.136247951,5,P1P2,0.060772279,-0.901600325,5,P1P2,0.263165247,-0.666740161,5
ADK,P1,0.015684516,-0.588909983,5,P1,0.043742153,-3.321447066,5,P1,0.004252024,-1.860005224,5
ADORA1,P1P2,0.559178137,0.18943435,5,P1P2,0.216550135,0.355586205,5,P1P2,0.281969768,0.263500444,5
ADORA2A,P1P2,0.284728737,0.032629866,5,P1P2,0.716803846,-0.331657349,5,P1P2,0.555049389,-0.131923317,5
ADORA2B,P1P2,0.353224868,-0.306972619,5,P1P2,0.268447404,-0.142600567,5,P1P2,0.20977013,-0.309602234,5
ADORA3,P2,0.31925958,-0.372047589,5,P1,0.157348248,0.593987088,5,P1,0.119838659,0.511190464,5
ADRA1A,P1P2,0.007216425,0.493037479,5,P1P2,0.514600531,0.25316067,5,P1P2,0.043742153,0.387324756,5
ADRA1B,P1P2,0.141730085,-1.149042164,5,P1P2,0.438545579,0.382696596,5,P1P2,0.359637411,-0.366213021,5
ADRA1D,P1P2,0.848847705,0.105095607,5,P1P2,0.32225597,0.374624652,5,P1P2,0.64472534,0.129318342,5
ADRA2A,P1P2,0.382652167,-1.135480458,5,P1P2,0.386012153,0.16936754,5,P1P2,0.739894146,-0.230010325,5
ADRA2B,P1P2,0.398845608,-0.238212099,4,P1P2,0.200971057,-2.463825995,5,P1P2,0.406589514,-0.291969924,4
ADRA2C,P1P2,0.207544645,-0.706653022,5,P1P2,0.796239293,-0.658644291,5,P1P2,0.328303618,-0.497247939,5
ADRB1,P1P2,0.820052816,-0.091406649,5,P1P2,0.235397488,0.410177858,5,P1P2,0.596992463,0.093152221,5
ADRB2,P1P2,0.180157527,0.428206239,5,P1P2,0.271115608,0.285281406,5,P1P2,0.135183232,0.439968422,5
ADRB3,P1P2,0.061622731,0.458845,5,P1P2,0.494966371,0.049932383,5,P1P2,0.245244667,0.463285129,5
ADRBK1,P1P2,0.112695921,-0.923976397,5,P1P2,0.438545579,0.409009916,5,P1P2,0.580042565,-0.171611056,5
ADRBK2,P1P2,0.02998761,-0.767015804,5,P1P2,0.873000232,-0.013072909,5,P1P2,0.107226938,-0.449175624,5
ADSSL1,P1P2,0.176194249,-0.24177387,5,P1P2,0.689435069,0.302257645,5,P1P2,0.98038031,-0.118236323,5
AFG3L2,P1P2,0.000164073,-4.994143387,5,P1P2,0.000190076,-1.820226517,5,P1P2,0.000141444,-3.296396628,5
AGTR1,P1P2,0.152003469,-0.835559212,5,P1P2,0.095690379,-0.780960017,5,P1P2,0.052790721,-0.819881736,5
AGTR2,P1P2,0.343742559,-0.691226247,5,P1P2,0.698515041,-0.009726339,5,P1P2,0.658013099,-0.088552835,5
AGXT,P1P2,0.035498504,0.942055197,5,P1P2,0.800987607,-0.22921662,5,P1P2,0.1684633,0.432772428,5
AGXT2,P1P2,0.806846399,0.240261,4,P1P2,0.958804258,0.054245379,4,P1P2,0.920451724,0.14725319,4
AHCY,P1P2,0.658013099,0.099997206,5,P1P2,0.559178137,0.352579128,5,P1P2,0.34061825,0.206324574,5
AK1,P1P2,0.911882391,-0.097493235,5,P1P2,0.863323699,-0.0891029,5,P1P2,0.820052816,-0.162803107,5
AK2,P1P2,0.744541252,-0.144618124,5,P1P2,0.008201689,-0.788560958,5,P1P2,0.052043115,-0.495609821,5
AK3,P1P2,0.767913397,0.014224291,5,P1P2,0.232980034,-0.554134031,5,P1P2,0.563321738,-0.353399568,5
AK4,P1P2,0.739894146,0.035043331,5,P1P2,0.985284584,0.054205508,5,P1P2,0.815276059,0.007459327,5
AK5,P1P2,0.567480087,-0.420300752,5,P1P2,0.138426841,-0.572620501,5,P1P2,0.153769484,-0.337517136,5
AK7,P1P2,0.758537852,-2.025697645,5,P1P2,0.598282132,0.451458568,4,P1P2,0.603073837,0.358844361,4
AK8,P1P2,0.510641574,0.275565006,5,P1P2,0.873000232,0.25598014,5,P1P2,0.730628517,0.314819257,5
AKAP1,P1P2,0.445847853,-0.355817155,5,P1P2,0.328303618,0.508495894,5,P1P2,0.712215906,0.071924637,5
AKAP10,P1P2,0.406547932,-0.251103051,5,P1P2,0.877845727,-0.094583839,5,P1P2,0.36939237,-0.220729633,5
AKAP11,P1P2,0.950976717,-0.308048502,5,P1P2,0.791498512,-0.366796225,5,P1P2,0.995094614,-0.353843732,5
AKAP12,P2,0.304551988,-0.987015244,5,P1,0.242756196,0.353359931,5,P2,0.290301306,-0.566061012,5
AKAP13,P1P2,0.689435069,-0.241945794,5,P1P2,0.735256516,-0.277324786,5,P1P2,0.487226281,-0.310104131,5
AKAP14,P1P2,0.646932188,-0.216135635,5,P1P2,0.530594418,0.167298334,5,P1P2,0.877845727,0.008521133,5
AKAP3,P1,0.735256516,0.093931789,5,P1,0.004335155,-1.158903899,5,P1,0.053547282,-0.692326249,5
AKAP4,P1P2,0.089723925,-1.510522846,5,P1P2,0.777323024,0.118116575,5,P1P2,0.328303618,-0.652326923,5
AKAP5,P1P2,0.090892628,0.76593287,5,P1P2,0.853667627,0.186815935,5,P1P2,0.260551247,0.367184387,5
AKAP6,P1P2,0.273801927,0.154806318,5,P1P2,0.990189414,0.037352301,5,P1P2,0.596992463,0.137364721,5
AKAP7,P1P2,0.563321738,-0.568302586,5,P1P2,0.445847853,-0.103502583,5,P1P2,0.684911701,-0.441980618,5
AKAP8,P1P2,0.689435069,-0.174096302,5,P1P2,0.744541252,-0.132661583,5,P1P2,0.772614031,-0.194993275,5
AKAP8L,P1P2,0.138426841,-0.54020704,5,P1P2,0.337512192,-0.384908597,5,P1P2,0.118382442,-0.479679573,5
AKAP9,P1P2,0.990189414,-0.66021946,5,P1P2,0.116940138,-0.657393324,5,P1P2,0.471944201,-0.649815433,5
AKR1A1,P1P2,0.029525213,0.525310444,5,P1P2,0.004090083,-1.041396367,5,P1P2,0.252817253,-0.207627167,5
AKR1B1,P1P2,0.796239293,0.043167623,5,P1P2,0.873000232,0.056429692,5,P1P2,0.946081518,-0.064347802,5
AKR1B10,P1P2,0.316281481,0.056212054,5,P1P2,0.555049389,0.021936576,5,P1P2,0.786765429,0.060391544,5
AKT1,P1P2,0.684911701,-0.19959821,5,P1P2,0.016496974,-1.077352849,5,P1P2,0.03496412,-0.63847553,5
AKT2,P1P2,0.931408867,-0.048377868,5,P1P2,0.420593677,-0.128367098,5,P1P2,0.985284584,-0.088372483,5
AKT3,P1P2,0.067855624,-0.855578543,5,P1P2,0.223486443,-0.249158078,5,P1P2,0.043742153,-0.506167088,5
ALAS1,P1P2,0.588489325,0.26685881,5,P1P2,0.247750978,-0.420762544,5,P1P2,0.834422507,-0.076951867,5
ALAS2,P1P2,0.375986183,-0.398631771,5,P1P2,0.950976717,0.047822081,5,P1P2,0.32225597,-0.175404845,5
ALDH18A1,P1P2,0.346885107,0.067713697,5,P1P2,0.89240898,0.047632361,5,P1P2,0.64472534,0.001546546,5
ALDH1A2,P1P2,0.263165247,-0.386179174,5,P1P2,0.693969564,-0.215286731,5,P1P2,0.796239293,-0.341930112,5
ALDH1B1,P1P2,0.498860913,0.103643026,5,P1P2,0.975476778,-0.106054166,5,P1P2,0.592733903,0.039414997,5
ALDH1L1,P1P2,0.772614031,-0.010570319,5,P1P2,0.820052816,0.145046889,5,P1P2,0.911882391,0.074334845,5
ALDH3A1,P1P2,0.116940138,-0.81832139,5,P1P2,0.166570947,-0.626828352,5,P1P2,0.052043115,-0.625772843,5
ALDH3A2,P1P2,0.649142266,0.121428885,5,P1P2,0.362870932,-0.184956061,5,P1P2,0.853667627,-0.005942372,5
ALDH3B1,P1P2,0.70763836,-0.518346292,5,P1P2,0.522566039,-0.393395025,5,P1P2,0.658013099,-0.470649175,5
ALDH4A1,P1P2,0.442188091,-0.102802131,5,P1P2,0.4135355,-0.114865559,5,P1P2,0.410032868,-0.158035051,5
ALDH5A1,P1P2,0.820052816,-0.293541632,5,P1P2,0.777323024,0.099707988,5,P1P2,0.777323024,-0.042826248,5
ALDH9A1,P1P2,0.475952507,-0.117691482,4,P1P2,0.304551988,1.608297972,5,P1P2,0.061500368,-0.313000977,4
ALK,P1P2,0.460658241,-0.351713706,5,P1P2,0.18418666,0.261606177,5,P1P2,0.575840608,-0.027215668,5
ALLC,P1P2,0.522566039,-0.065497722,5,P1P2,0.829626211,-0.181713692,5,P1P2,0.522566039,-0.037051439,5
ALOX5,P1P2,0.897271722,-0.070105748,5,P1P2,0.514600531,-0.238419701,5,P1P2,0.609850866,-0.04292525,5
ALPI,P1P2,0.205336338,-0.293717773,5,P1P2,0.502771682,0.071740293,5,P1P2,0.555049389,-0.080864235,5
ALPK1,P1P2,0.32225597,0.551869659,5,P1P2,0.712215906,-0.387505139,5,P1P2,0.671409787,0.125096666,5
ALPK2,ENST00000361673.3,0.530594418,-0.026102555,5,ENST00000361673.3,0.232980034,-0.323928439,5,ENST00000361673.3,0.744541252,-0.174322226,5
ALPK3,P1P2,0.090892628,0.31570653,5,P1P2,0.11551167,0.524221079,5,P1P2,0.068786973,0.283272601,5
ALPL,P1,0.805743285,-0.277215789,5,P1,0.124291578,-0.437698972,5,P1,0.17229634,-0.348261074,5
ALPPL2,P1P2,0.268447404,-0.30235376,5,P1P2,0.689435069,-0.333715564,5,P1P2,0.464403367,-0.363697907,5
AMHR2,P1P2,0.118382442,-0.325713083,5,P1P2,0.42414913,-0.556086099,5,P1P2,0.16098978,-0.45680701,5
AMN,P2,0.162834253,0.271984149,5,P2,0.460658241,-0.597089463,5,P1,0.763221283,-0.370780352,5
AMT,P1P2,0.353224868,-0.402226232,5,P1P2,0.863323699,-0.494859163,5,P1P2,0.571653079,-0.423141072,5
AMY2A,P1P2,0.250275163,-0.362703084,5,P1P2,0.689435069,0.250698035,5,P1P2,0.786765429,-0.147498646,5
AMY2B,P1P2,0.596992463,0.068621369,5,P1P2,0.252817253,0.359938184,5,P1P2,0.396199708,0.171235717,5
ANKK1,P1P2,0.995094614,-0.040856323,5,P1P2,0.05508758,0.464169952,5,P1P2,0.298796932,0.251994021,5
ANXA2,P1P2,0.882695803,0.032731114,5,P1P2,0.596992463,-0.251570244,5,P1P2,0.868159497,-0.051698223,5
ANXA3,P1P2,0.166570947,0.101824836,5,P1P2,0.671409787,-0.175456317,5,P1P2,0.666932347,0.095053306,5
ANXA5,P1P2,0.410032868,-0.118801245,5,P1P2,0.438545579,0.203726429,5,P1P2,0.990189414,0.022807354,5
APCS,P1P2,0.782040211,-0.023051267,5,P1P2,1,-0.029980097,5,P1P2,0.810506159,-0.076526187,5
APOE,P1P2,0.635929129,-0.465842228,5,P1P2,0.143404254,0.462479668,5,P1P2,0.518575381,0.095047068,5
APOH,P1,0.346885107,0.216285756,5,P2,0.680399604,0.142418721,5,P1,0.445847853,0.158378743,5
APRT,P1P2,0.186226071,0.325071356,5,P1P2,0.041236378,-0.889037757,5,P1P2,0.34061825,-0.203974916,5
ARAF,P1P2,0.89240898,0.073990888,5,P1P2,0.877845727,-0.323079203,5,P1P2,0.887550281,-0.124544157,5
ARF1,P1P2,0.403080734,-0.005664906,5,P1P2,0.150252938,-0.825611779,5,P1P2,0.337512192,-0.322833025,5
ARF4,P1P2,0.052790721,-2.781789105,5,P1P2,0.001511937,-0.909610289,5,P1P2,0.005454184,-1.793765508,5
ARF6,P2,0.399631313,-0.617257653,5,P2,0.334424395,-0.469139783,5,P2,0.442188091,-0.568809728,5
ARHGAP26,P1P2,0.34061825,-2.587802527,5,P1P2,0.004505854,-1.928833348,5,P1P2,0.240285533,-2.384655785,5
ARL1,P1P2,0.247750978,-0.784436415,5,P1P2,0.166570947,-0.423109601,5,P1P2,0.1684633,-0.684411445,5
ARL3,P1P2,0.363290217,-0.306778432,4,P1P2,0.519604435,-0.142549573,4,P1P2,0.361475608,-0.224664002,4
ARL5B,P1P2,0.824836257,0.231098277,5,P1P2,0.726010303,0.23085067,5,P1P2,0.735256516,0.170928785,5
ARPC1B,P1P2,0.153769484,-0.619209082,5,P1P2,0.057467151,-1.120161996,5,P1P2,0.090892628,-0.869685539,5
ARPC2,P1,0.487226281,-0.391202415,5,P1,0.012998754,-1.730154824,5,P1,0.051304386,-1.060678619,5
ARPC3,P1,0.118382442,-0.551391387,5,P1,0.001715647,-1.812520651,5,P1,0.000689523,-1.076739532,5
ARPC4,P1P2,0.012128082,-0.948442737,5,P1P2,0.225833487,-0.519121229,5,P1P2,0.01322488,-0.704447861,5
ARPC5,P1P2,0.228198073,-0.89322541,5,P1P2,0.190354874,-0.84785219,5,P1P2,0.029068962,-0.696491939,5
ARSA,P1P2,0.079741476,0.494276402,5,P1P2,0.279228988,0.250387278,5,P1P2,0.094472335,0.442425025,5
ART1,P1P2,0.002292821,-0.949403174,5,P1P2,0.052043115,-0.603763191,5,P1P2,0.009818067,-0.921404056,5
ASGR2,P1P2,0.635929129,-0.062538097,5,P1P2,0.498860913,-0.327115133,5,P1P2,0.555049389,-0.194826615,5
ASNA1,P1P2,0.498860913,0.091106312,5,P1P2,0.003104451,-1.059300517,5,P1P2,0.03141233,-0.484097102,5
ASPA,P1P2,0.693969564,-0.225288134,5,P1P2,0.081877983,0.365543214,5,P1P2,0.328303618,0.019217734,5
ASRGL1,P1P2,0.099420083,-0.964478818,5,P1P2,0.242756196,0.086309246,5,P1P2,0.045042514,-0.429838807,5
ASS1,P1P2,0.658013099,-0.015537064,5,P1P2,0.310380159,0.431173049,5,P1P2,0.605551062,0.144608563,5
ATM,P1P2,0.194550696,-0.398832382,5,P1P2,0.063353201,-0.67504001,5,P1P2,0.073602539,-0.503693536,5
ATOX1,P1P2,0.386012153,-0.04616951,5,P1P2,0.178167686,-0.045984915,5,P1P2,0.567480087,-0.018361176,5
ATP1A1,P1P2,0.092073542,-0.615078023,5,P1P2,0.001544262,-1.422901933,5,P1P2,0.004505854,-1.018989978,5
ATP2A1,P1P2,0.627183972,0.283127525,5,P1P2,0.680399604,-0.087180898,5,P1P2,0.605551062,0.097973313,5
ATP2C1,P1P2,0.666932347,-0.389080861,5,P1P2,0.936297409,0.181736421,5,P1P2,0.35642205,-0.013500802,5
ATP4A,P2,0.627183972,-0.140369786,5,P2,0.203145159,-0.287465216,5,P2,0.649142266,-0.314058271,5
ATP5A1,P1,0.004593467,-1.374703235,5,P1,0.000266581,-2.720354319,5,P1,0.000314875,-1.849310934,5
ATP5B,P1P2,0.07068119,-1.734768419,5,P1P2,0.003230533,-1.409414502,5,P1P2,0.002200706,-1.493500366,5
ATP5C1,P1P2,0.056664638,-1.038146433,5,P1P2,0.000721134,-2.013372099,5,P1P2,0.003043107,-1.516952636,5
ATP6V1A,P1P2,0.010540338,-0.944261772,5,P1P2,0.000209513,-2.555240807,5,P1P2,0.000300301,-1.684045709,5
ATP6V1B2,P1P2,0.012556738,-0.869622334,5,P1P2,0.02998761,-0.239598694,5,P1P2,0.033401992,-1.036485333,5
ATP6V1C1,P1P2,0.680399604,-0.021224368,5,P1P2,0.000137971,-3.292978901,5,P1P2,0.00019477,-1.830773122,5
ATP8A1,P1P2,0.039437803,-2.345194699,5,P1P2,0.98038031,0.031651172,5,P1P2,0.096920963,-1.242571149,5
ATR,P1P2,0.000242197,-3.437652024,5,P1P2,0.000826553,-3.506640183,4,P1P2,0.000711602,-2.89573614,4
AURKA,P1P2,0.004505854,-1.822418766,5,P1P2,0.002437631,-1.80794758,5,P1P2,0.001944332,-1.758538484,5
AURKAIP1,P1P2,0.767913397,-0.062193712,5,P1P2,0.018233455,-0.670892635,5,P1P2,0.092073542,-0.37194582,5
AURKB,P1P2,0.000225299,-2.98295333,5,P1P2,0.000181006,-2.50528837,5,P1P2,0.000148638,-2.428279616,5
AURKC,P1P2,0.791498512,-0.034414734,5,P1P2,0.91675949,-0.31491683,5,P1P2,0.897271722,-0.066725471,5
AVPR1A,P1P2,0.190354874,0.15922273,5,P1P2,0.212012841,-0.865074521,5,P1P2,0.32527065,-0.228952107,5
AVPR1B,P1P2,0.069728801,-0.90157842,5,P1P2,0.89240898,-0.439322189,5,P1P2,0.16469462,-0.35346383,5
AVPR2,P1P2,0.897271722,-0.070524844,5,P1P2,0.271115608,0.24913298,5,P1P2,0.4135355,0.079173419,5
AXL,P1P2,0.782040211,-0.073353828,5,P1P2,0.64472534,-0.094778778,5,P1P2,0.684911701,-0.084066303,5
AZGP1,P1P2,0.726010303,-0.061412275,5,P1P2,0.542753273,-0.106646995,5,P1P2,0.605551062,-0.062486026,5
B2M,P2,0.130428332,-0.704148202,5,P2,0.767913397,-0.050688764,5,P2,0.205336338,-0.377418483,5
B4GALT1,P1P2,0.382652167,-0.417372673,5,P1P2,0.086290258,-0.685246158,5,P1P2,0.073602539,-0.440040824,5
B4GALT2,P1P2,0.089723925,-0.418936895,5,P1P2,0.34061825,0.401811786,5,P1P2,0.941188354,0.060294375,5
B4GALT3,P1P2,0.104572418,0.531514885,5,P1P2,0.502771682,-0.334190314,5,P1P2,0.730628517,0.174497245,5
B4GALT4,P1P2,0.026456926,-0.527730128,5,P1P2,0.268447404,-1.224074815,5,P1P2,0.056664638,-0.949161516,5
BACE1,P1P2,0.749197677,0.095943886,5,P1P2,0.91675949,0.077861805,5,P1P2,0.926522911,0.086902846,5
BAG1,P1P2,0.622830857,0.144913464,5,P1P2,0.033401992,-0.753088829,5,P1P2,0.18418666,-0.31861238,5
BAIAP2L1,P1P2,0.931408867,0.092262379,5,P1P2,0.946081518,-0.38940756,5,P1P2,0.758537852,-0.232892704,5
BBOX1,P1,0.524080516,-0.652544879,4,P1,0.122060767,-0.356241269,4,P1,0.096259569,-0.496241474,4
BCAT2,P1P2,0.985284584,-0.048727584,5,P1P2,0.287505912,0.406376347,5,P1P2,0.346885107,0.215396227,5
BCKDK,P1P2,0.34061825,-0.241375917,5,P1P2,0.313321675,-0.360262236,5,P1P2,0.240285533,-0.246736526,5
BCR,P1P2,0.877845727,0.300269335,5,P1P2,0.800987607,-0.409692221,5,P1P2,0.844033428,-0.140347172,5
BDH1,P1,0.250275163,-0.345463036,5,P2,0.207544645,0.453560111,5,P1,0.721402029,-0.070083258,5
BDKRB2,P1P2,0.985284584,-0.662994589,5,P1P2,0.301665324,-0.534586196,5,P1P2,0.649142266,-0.620992839,5
BEGAIN,P1,0.059931576,0.373881947,5,P2,0.684911701,-0.287851749,5,P1,0.399631313,0.372347051,5
BGLAP,P1P2,0.054312875,-1.781119351,5,P1P2,0.000185489,-2.367713472,5,P1P2,0.000293253,-2.021823455,5
BHMT,P1P2,0.257955266,-0.447625191,5,P1P2,0.136797619,-0.444771587,5,P1P2,0.157348248,-0.446198389,5
BHMT2,P1P2,0.304551988,-0.429744649,5,P1P2,0.372680242,-0.968703995,5,P1P2,0.27650638,-0.595161689,5
BLK,P1P2,0.767913397,-0.011623989,5,P1P2,0.263165247,0.458002131,5,P1P2,0.375986183,0.186460891,5
BLVRA,P2,0.203145159,-2.646992187,5,P2,0.040629284,-1.372555839,5,P2,0.099420083,-2.009774013,5
BLVRB,P1P2,0.024050198,-1.269349215,5,P1P2,0.653571563,-0.260853014,5,P1P2,0.099420083,-0.558576295,5
