ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0032956	regulation of actin cytoskeleton organization	9	9/85	266/10965	2.0910412212463427e-4	0.010174409142235776	0.008829539472571025	2.0540619475817694	ARPC5/LIMA1/TPM1/COTL1/ACTG1/MYADM/DAPK3/TMSB15A/FLNA	28
BP	GO:0055008	cardiac muscle tissue morphogenesis	4	4/85	41/10965	2.737150744861271e-4	0.012598291131077688	0.010933028864253843	1.9612595053142925	COL11A1/LRP2/TPM1/ACTC1	28
BP	GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	4	4/85	41/10965	2.737150744861271e-4	0.012598291131077688	0.010933028864253843	1.9612595053142925	ATF3/TNFRSF12A/DAPK3/TIMP3	28
BP	GO:0030855	epithelial cell differentiation	11	11/85	406/10965	2.8366772467469133e-4	0.012712793029499982	0.011032395718650046	1.9573301689366402	JUN/CNN3/SOX11/PALLD/VIM/VCL/ACTA2/TAGLN/CDH2/MYADM/FLNA	28
BP	GO:0002576	platelet degranulation	5	5/85	77/10965	3.170193984194807e-4	0.013843180397650657	0.012013366676948745	1.9203352670079687	SPARC/CLU/VCL/TIMP3/FLNA	28
BP	GO:0051146	striated muscle cell differentiation	7	7/85	174/10965	3.9152738919293387e-4	0.016149322208985576	0.014014678976058195	1.8534168458539808	CSRP2/TPM1/ACTC1/ACTG1/CDH2/TNNT1/CXADR	28
BP	GO:0001774	microglial cell activation	3	3/85	19/10965	3.9828040679823495e-4	0.016149322208985576	0.014014678976058195	1.8534168458539808	SYT11/JUN/CLU	28
BP	GO:0002269	leukocyte activation involved in inflammatory response	3	3/85	19/10965	3.9828040679823495e-4	0.016149322208985576	0.014014678976058195	1.8534168458539808	SYT11/JUN/CLU	28
BP	GO:0003208	cardiac ventricle morphogenesis	4	4/85	47/10965	4.653576703394936e-4	0.018430328199724594	0.01599417794753119	1.7960380764317385	COL11A1/SOX11/LRP2/TPM1	28
BP	GO:0051493	regulation of cytoskeleton organization	11	11/85	432/10965	4.807807386299532e-4	0.01860839995197296	0.016148711890824265	1.7918621136435693	NEXN/NES/ARPC5/LIMA1/TPM1/COTL1/ACTG1/MYADM/DAPK3/TMSB15A/FLNA	28
BP	GO:0060415	muscle tissue morphogenesis	4	4/85	49/10965	5.463228224858232e-4	0.020675283704296818	0.01794239164374493	1.7461196678441904	COL11A1/LRP2/TPM1/ACTC1	28
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	8	8/85	246/10965	6.218047361467586e-4	0.023020292731694127	0.01997743362814758	1.6994603035335194	JUN/SOX11/LRP2/COL1A2/ZYX/SULF1/VIM/UBC	28
BP	GO:0048644	muscle organ morphogenesis	4	4/85	53/10965	7.375004757630907e-4	0.026722623621798794	0.023190384501038736	1.6346920506162141	COL11A1/LRP2/TPM1/ACTC1	28
BP	GO:0045778	positive regulation of ossification	4	4/85	54/10965	7.918336223678961e-4	0.027553161210868222	0.023911140303525657	1.62139971222717	ISG15/SOX11/PDLIM7/JUND	28
BP	GO:0035633	maintenance of blood-brain barrier	3	3/85	24/10965	8.089595188158609e-4	0.027553161210868222	0.023911140303525657	1.62139971222717	ACTB/VCL/ACTG1	28
BP	GO:0061900	glial cell activation	3	3/85	24/10965	8.089595188158609e-4	0.027553161210868222	0.023911140303525657	1.62139971222717	SYT11/JUN/CLU	28
BP	GO:0001568	blood vessel development	11	11/85	463/10965	8.552417312831343e-4	0.02855836604657211	0.024783475556687733	1.6058377895964258	JUN/LRP2/ANXA3/SPARC/RSPO3/COL1A2/SULF1/ACTA2/TNFRSF12A/ACTG1/CDH2	28
BP	GO:0051592	response to calcium ion	5	5/85	96/10965	8.742910899440676e-4	0.028633033195668213	0.024848273082620873	1.6047037886911908	SYT11/JUN/CALM2/SPARC/JUND	28
BP	GO:0006939	smooth muscle contraction	4	4/85	56/10965	9.088838384694663e-4	0.029204324092707568	0.025344049835374992	1.5961239861130483	SULF1/ACTA2/CNN1/DAPK3	28
BP	GO:0042063	gliogenesis	7	7/85	210/10965	0.0011927552927293915	0.037248283462860125	0.032324745793402124	1.4904648817903934	SOX11/LRP2/GAP43/CLU/VIM/ADCYAP1/CDH2	28
BP	GO:0006941	striated muscle contraction	5	5/85	104/10965	0.0012533657793688034	0.037248283462860125	0.032324745793402124	1.4904648817903934	CALM2/TPM1/ACTC1/TNNT1/FLNA	28
BP	GO:0044057	regulation of system process	9	9/85	341/10965	0.0012589596873039148	0.037248283462860125	0.032324745793402124	1.4904648817903934	CALM2/RAB11FIP1/TPM1/CNN1/DAPK3/TNNT1/MYL9/CXADR/FLNA	28
BP	GO:0002064	epithelial cell development	6	6/85	155/10965	0.001263377451026376	0.037248283462860125	0.032324745793402124	1.4904648817903934	PALLD/VIM/VCL/ACTA2/MYADM/FLNA	28
BP	GO:0001944	vasculature development	11	11/85	486/10965	0.0012685851091285305	0.037248283462860125	0.032324745793402124	1.4904648817903934	JUN/LRP2/ANXA3/SPARC/RSPO3/COL1A2/SULF1/ACTA2/TNFRSF12A/ACTG1/CDH2	28
BP	GO:0061564	axon development	10	10/85	413/10965	0.0012919801412345335	0.037292240347837464	0.03236289238703453	1.4899526708794886	NEXN/JUN/GAP43/PALLD/PDLIM7/TUBB2B/ACTB/VCL/TNFRSF12A/CDH2	28
BP	GO:0048662	negative regulation of smooth muscle cell proliferation	3	3/85	29/10965	0.001420218787004199	0.03964971466013362	0.03440875197504565	1.4633310792006435	IGFBP3/TPM1/CNN1	28
BP	GO:0150076	neuroinflammatory response	3	3/85	29/10965	0.001420218787004199	0.03964971466013362	0.03440875197504565	1.4633310792006435	SYT11/JUN/CLU	28
BP	GO:0050878	regulation of body fluid levels	8	8/85	287/10965	0.0016794922231481194	0.04613185896808464	0.04003407608319117	1.3975701898020434	COL1A2/ACTB/VCL/HBD/ACTG1/MYL12A/MYL9/FLNA	28
BP	GO:0014009	glial cell proliferation	3	3/85	32/10965	0.0018958326173865658	0.05044692105327065	0.04377876636201873	1.3587364805414188	SOX11/CLU/ADCYAP1	28
BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	3	3/85	32/10965	0.0018958326173865658	0.05044692105327065	0.04377876636201873	1.3587364805414188	COL11A1/LRP2/TPM1	28
BP	GO:0008015	blood circulation	8	8/85	294/10965	0.001954105762079836	0.050509179488070766	0.043832795377353496	1.358200831918537	CALM2/COL1A2/ACTA2/TPM1/ACTC1/ADCYAP1/CXADR/FLNA	28
BP	GO:0061351	neural precursor cell proliferation	5	5/85	115/10965	0.0019574902209117265	0.050509179488070766	0.043832795377353496	1.358200831918537	NES/LRP2/ADCYAP1/CDH2/FLNA	28
BP	GO:2000179	positive regulation of neural precursor cell proliferation	3	3/85	33/10965	0.002073821841600909	0.05271221785442311	0.045744632609704274	1.339659856018002	NES/LRP2/FLNA	28
BP	GO:0051090	regulation of DNA-binding transcription factor activity	8	8/85	301/10965	0.0022631023781668628	0.05580024071876894	0.048424475673981886	1.314935072996651	JUN/ANXA3/CLU/UBC/COMMD6/TCEAL7/BEX1/FLNA	28
BP	GO:0042692	muscle cell differentiation	7	7/85	236/10965	0.0023241581131724478	0.05580024071876894	0.048424475673981886	1.314935072996651	CSRP2/TPM1/ACTC1/ACTG1/CDH2/TNNT1/CXADR	28
BP	GO:0051017	actin filament bundle assembly	5	5/85	121/10965	0.002445472118642374	0.05580024071876894	0.048424475673981886	1.314935072996651	ZYX/LIMA1/TPM1/ACTG1/FLNA	28
BP	GO:0061572	actin filament bundle organization	5	5/85	121/10965	0.002445472118642374	0.05580024071876894	0.048424475673981886	1.314935072996651	ZYX/LIMA1/TPM1/ACTG1/FLNA	28
BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	3	3/85	35/10965	0.00246017855513482	0.05580024071876894	0.048424475673981886	1.314935072996651	JUN/TPM1/CNN1	28
BP	GO:1990874	vascular associated smooth muscle cell proliferation	3	3/85	35/10965	0.00246017855513482	0.05580024071876894	0.048424475673981886	1.314935072996651	JUN/TPM1/CNN1	28
BP	GO:0007409	axonogenesis	9	9/85	378/10965	0.002549438520873717	0.05580024071876894	0.048424475673981886	1.314935072996651	NEXN/GAP43/PALLD/PDLIM7/TUBB2B/ACTB/VCL/TNFRSF12A/CDH2	28
BP	GO:0036462	TRAIL-activated apoptotic signaling pathway	2	2/85	10/10965	0.0025667739363073165	0.05580024071876894	0.048424475673981886	1.314935072996651	ATF3/TIMP3	28
BP	GO:0061029	eyelid development in camera-type eye	2	2/85	10/10965	0.0025667739363073165	0.05580024071876894	0.048424475673981886	1.314935072996651	JUN/SOX11	28
BP	GO:0098974	postsynaptic actin cytoskeleton organization	2	2/85	10/10965	0.0025667739363073165	0.05580024071876894	0.048424475673981886	1.314935072996651	ACTB/ACTG1	28
BP	GO:1904706	negative regulation of vascular associated smooth muscle cell proliferation	2	2/85	10/10965	0.0025667739363073165	0.05580024071876894	0.048424475673981886	1.314935072996651	TPM1/CNN1	28
BP	GO:0003013	circulatory system process	8	8/85	308/10965	0.0026093987843256606	0.05580024071876894	0.048424475673981886	1.314935072996651	CALM2/COL1A2/ACTA2/TPM1/ACTC1/ADCYAP1/CXADR/FLNA	28
BP	GO:0003007	heart morphogenesis	6	6/85	179/10965	0.002621267913976227	0.05580024071876894	0.048424475673981886	1.314935072996651	JUN/COL11A1/SOX11/LRP2/TPM1/ACTC1	28
BP	GO:0008038	neuron recognition	3	3/85	36/10965	0.0026689246905581493	0.05588067457155097	0.048494277651486596	1.3143095053359553	NEXN/GAP43/PALLD	28
BP	GO:0042742	defense response to bacterium	4	4/85	75/10965	0.0026906725278139634	0.05588067457155097	0.048494277651486596	1.3143095053359553	ISG15/SYT11/ANXA3/NLRP1	28
BP	GO:0033002	muscle cell proliferation	5	5/85	125/10965	0.0028164762335463286	0.05778866296059516	0.050150065084325256	1.2997284990195357	JUN/IGFBP3/TPM1/CNN1/CXADR	28
BP	GO:0003229	ventricular cardiac muscle tissue development	3	3/85	37/10965	0.0028882916632474525	0.057867772970710725	0.050218718206804014	1.2991343765059369	COL11A1/LRP2/TPM1	28
BP	GO:0086065	cell communication involved in cardiac conduction	3	3/85	37/10965	0.0028882916632474525	0.057867772970710725	0.050218718206804014	1.2991343765059369	CALM2/CXADR/FLNA	28
BP	GO:0031589	cell-substrate adhesion	7	7/85	247/10965	0.002998622478486269	0.05937969861467577	0.05153079510152658	1.2879331564804828	ZYX/VCL/TNFRSF12A/ACTG1/MYADM/DAPK3/FLNA	28
BP	GO:0099188	postsynaptic cytoskeleton organization	2	2/85	11/10965	0.003121406028393462	0.06110062605004673	0.05302424759666571	1.275525485318418	ACTB/ACTG1	28
BP	GO:0014013	regulation of gliogenesis	4	4/85	79/10965	0.0032492103118797033	0.06217309169810264	0.05395495302045066	1.2679686812736701	SOX11/LRP2/ADCYAP1/CDH2	28
BP	GO:1902414	protein localization to cell junction	4	4/85	79/10965	0.0032492103118797033	0.06217309169810264	0.05395495302045066	1.2679686812736701	ACTB/VCL/ACTG1/FLNA	28
BP	GO:0045669	positive regulation of osteoblast differentiation	3	3/85	39/10965	0.003359579499900981	0.06357070987034856	0.05516783178784769	1.2583140843960279	SOX11/PDLIM7/JUND	28
BP	GO:0048514	blood vessel morphogenesis	9	9/85	397/10965	0.0035352718357803585	0.066160087212461	0.05741494109237275	1.2409750764242724	JUN/LRP2/ANXA3/SPARC/RSPO3/SULF1/TNFRSF12A/ACTG1/CDH2	28
BP	GO:0034333	adherens junction assembly	2	2/85	12/10965	0.003726878551706884	0.06898776275605242	0.05986884996105797	1.2227990842689396	ACTB/VCL	28
BP	GO:0043065	positive regulation of apoptotic process	10	10/85	479/10965	0.003815313819577304	0.0698653702660231	0.06063045390703492	1.2173091804276979	MLLT11/ATF3/JUN/IGFBP3/CLU/UBC/TNFRSF12A/NLRP1/DAPK3/TIMP3	28
BP	GO:0060048	cardiac muscle contraction	4	4/85	83/10965	0.003882097583171026	0.07033204451213039	0.061035442405062944	1.214417903169656	CALM2/TPM1/ACTC1/FLNA	28
BP	GO:0043068	positive regulation of programmed cell death	10	10/85	483/10965	0.004046409926746592	0.07253722216052048	0.06294913614573092	1.2010102253609864	MLLT11/ATF3/JUN/IGFBP3/CLU/UBC/TNFRSF12A/NLRP1/DAPK3/TIMP3	28
BP	GO:0007507	heart development	9	9/85	408/10965	0.004230513403182617	0.07463208051427798	0.06476709277253534	1.1886455968658594	JUN/COL11A1/SOX11/LRP2/SPARC/PDLIM7/TPM1/ACTC1/CXADR	28
BP	GO:0009617	response to bacterium	7	7/85	264/10965	0.004325095308399302	0.07463208051427798	0.06476709277253534	1.1886455968658594	ISG15/NEXN/SYT11/ANXA3/SPARC/VIM/NLRP1	28
BP	GO:0032495	response to muramyl dipeptide	2	2/85	13/10965	0.0043823887559763935	0.07463208051427798	0.06476709277253534	1.1886455968658594	VIM/NLRP1	28
BP	GO:0060253	negative regulation of glial cell proliferation	2	2/85	13/10965	0.0043823887559763935	0.07463208051427798	0.06476709277253534	1.1886455968658594	SOX11/ADCYAP1	28
BP	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2	2/85	13/10965	0.0043823887559763935	0.07463208051427798	0.06476709277253534	1.1886455968658594	ATF3/TIMP3	28
BP	GO:0048738	cardiac muscle tissue development	5	5/85	139/10965	0.004438698473473344	0.07484260891410996	0.06494979319183508	1.1874222274360315	COL11A1/LRP2/TPM1/ACTC1/CXADR	28
BP	GO:0003206	cardiac chamber morphogenesis	4	4/85	88/10965	0.004784541207652324	0.0793689882763007	0.068877868492089	1.1619203011079327	COL11A1/SOX11/LRP2/TPM1	28
BP	GO:0002009	morphogenesis of an epithelium	9	9/85	416/10965	0.004800355720762755	0.0793689882763007	0.068877868492089	1.1619203011079327	SOX11/LRP2/RSPO3/ACTB/SULF1/VCL/DAAM1/ACTG1/FLNA	28
BP	GO:2001235	positive regulation of apoptotic signaling pathway	5	5/85	142/10965	0.004858181491682855	0.07955272192630675	0.06903731593444058	1.160916101671773	MLLT11/ATF3/TNFRSF12A/DAPK3/TIMP3	28
BP	GO:0003231	cardiac ventricle development	4	4/85	90/10965	0.005181884964879706	0.08342550386323132	0.07239818736222565	1.1402723071238174	COL11A1/SOX11/LRP2/TPM1	28
BP	GO:0008064	regulation of actin polymerization or depolymerization	5	5/85	145/10965	0.005305147688496654	0.08342550386323132	0.07239818736222565	1.1402723071238174	ARPC5/LIMA1/COTL1/MYADM/TMSB15A	28
BP	GO:0030832	regulation of actin filament length	5	5/85	145/10965	0.005305147688496654	0.08342550386323132	0.07239818736222565	1.1402723071238174	ARPC5/LIMA1/COTL1/MYADM/TMSB15A	28
BP	GO:0042116	macrophage activation	3	3/85	46/10965	0.005367411467285554	0.08342550386323132	0.07239818736222565	1.1402723071238174	SYT11/JUN/CLU	28
BP	GO:1903779	regulation of cardiac conduction	3	3/85	46/10965	0.005367411467285554	0.08342550386323132	0.07239818736222565	1.1402723071238174	CALM2/CXADR/FLNA	28
BP	GO:0048660	regulation of smooth muscle cell proliferation	4	4/85	91/10965	0.005388611523755399	0.08342550386323132	0.07239818736222565	1.1402723071238174	JUN/IGFBP3/TPM1/CNN1	28
BP	GO:0007179	transforming growth factor beta receptor signaling pathway	5	5/85	146/10965	0.005460406838799022	0.08377543104932192	0.07270186061331274	1.138454474371298	JUN/SOX11/COL1A2/ZYX/UBC	28
BP	GO:0048659	smooth muscle cell proliferation	4	4/85	92/10965	0.005600793184394022	0.08516206065199125	0.0739052032978309	1.1313249840140451	JUN/IGFBP3/TPM1/CNN1	28
BP	GO:0045216	cell-cell junction organization	5	5/85	148/10965	0.005780539045729076	0.08711732738828865	0.07560201975038308	1.1214666019230117	ACTB/VCL/ACTG1/CDH2/CXADR	28
BP	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	5	5/85	151/10965	0.006285288998162325	0.09388614312169072	0.08147612259656567	1.0889696470133532	NEXN/PALLD/CDH2/MYADM/CXADR	28
BP	GO:0090066	regulation of anatomical structure size	8	8/85	358/10965	0.006448148008534021	0.09388614312169072	0.08147612259656567	1.0889696470133532	ARPC5/ACTA2/LIMA1/TNFRSF12A/COTL1/ADCYAP1/MYADM/TMSB15A	28
BP	GO:0001649	osteoblast differentiation	5	5/85	152/10965	0.006460223052432143	0.09388614312169072	0.08147612259656567	1.0889696470133532	SOX11/PDLIM7/IGFBP3/TPM4/JUND	28
BP	GO:0007519	skeletal muscle tissue development	4	4/85	96/10965	0.0065053228939280705	0.09388614312169072	0.08147612259656567	1.0889696470133532	ATF3/SOX11/MYL6/MYLPF	28
BP	GO:0071346	cellular response to interferon-gamma	4	4/85	96/10965	0.0065053228939280705	0.09388614312169072	0.08147612259656567	1.0889696470133532	ZYX/VIM/ACTG1/DAPK3	28
BP	GO:0001836	release of cytochrome c from mitochondria	3	3/85	50/10965	0.006778188696576244	0.09619379458557786	0.083478744999939	1.0784240886398642	MLLT11/JUN/CLU	28
BP	GO:0034332	adherens junction organization	3	3/85	50/10965	0.006778188696576244	0.09619379458557786	0.083478744999939	1.0784240886398642	ACTB/VCL/CDH2	28
BP	GO:0048488	synaptic vesicle endocytosis	3	3/85	51/10965	0.007162023374809509	0.09960865952530566	0.08644222763144246	1.063274049799238	SYT11/ACTB/ACTG1	28
BP	GO:0140238	presynaptic endocytosis	3	3/85	51/10965	0.007162023374809509	0.09960865952530566	0.08644222763144246	1.063274049799238	SYT11/ACTB/ACTG1	28
BP	GO:0010810	regulation of cell-substrate adhesion	5	5/85	156/10965	0.007194283688557015	0.09960865952530566	0.08644222763144246	1.063274049799238	VCL/ACTG1/MYADM/DAPK3/FLNA	28
BP	GO:0060047	heart contraction	5	5/85	157/10965	0.007386547814002601	0.10144589457456799	0.08803661401408873	1.0553366692453994	CALM2/TPM1/ACTC1/CXADR/FLNA	28
BP	GO:0086019	cell-cell signaling involved in cardiac conduction	2	2/85	17/10965	0.007489069245489262	0.1020310794005457	0.08854444817403727	1.0528386643210954	CXADR/FLNA	28
BP	GO:0008285	negative regulation of cell population proliferation	9	9/85	451/10965	0.008031636674863857	0.10855458140708849	0.09420566325404225	1.0259229884380079	JUN/SOX11/SPARC/IGFBP3/SULF1/TPM1/ADCYAP1/CNN1/CXADR	28
BP	GO:0010001	glial cell differentiation	5	5/85	161/10965	0.008191595378932263	0.10984477897891058	0.09532532044774886	1.0207917261177049	SOX11/GAP43/CLU/VIM/CDH2	28
BP	GO:0060538	skeletal muscle organ development	4	4/85	103/10965	0.008312370917270474	0.10990768124838919	0.0953799081946648	1.0205430999202862	ATF3/SOX11/MYL6/MYLPF	28
BP	GO:0003151	outflow tract morphogenesis	3	3/85	54/10965	0.008389899331938106	0.10990768124838919	0.0953799081946648	1.0205430999202862	JUN/SOX11/LRP2	28
BP	GO:0014909	smooth muscle cell migration	3	3/85	54/10965	0.008389899331938106	0.10990768124838919	0.0953799081946648	1.0205430999202862	ARPC5/IGFBP3/TPM1	28
BP	GO:0040017	positive regulation of locomotion	8	8/85	376/10965	0.008567628478125179	0.11137917021562732	0.096656893397249935	1.0147671674230152	JUN/ANXA3/SPARC/TUBB2B/ACTG1/MYADM/DAPK3/FLNA	28
BP	GO:0034341	response to interferon-gamma	4	4/85	106/10965	0.009178160617427704	0.11421649856116566	0.09911917914508553	1.0038423032243653	ZYX/VIM/ACTG1/DAPK3	28
