ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0050803	regulation of synapse structure or activity	5	5/39	163/10965	2.6121810091165416e-4	0.008029029558836704	0.00593320100307444	2.2267109385246076	EPHA4/TPBG/PTN/TUBA1A/CDH2	23
BP	GO:0048729	tissue morphogenesis	8	8/39	488/10965	2.638893988144718e-4	0.008029029558836704	0.00593320100307444	2.2267109385246076	LRP2/EPHA4/SPRY1/SFRP2/FZD3/SULF1/TGFBR1/TPM1	23
BP	GO:0001654	eye development	6	6/39	257/10965	2.664757285039599e-4	0.008029029558836704	0.00593320100307444	2.2267109385246076	SOX2/SPRY1/PTN/TGFBR1/PAX6/SMOC1	23
BP	GO:0150063	visual system development	6	6/39	257/10965	2.664757285039599e-4	0.008029029558836704	0.00593320100307444	2.2267109385246076	SOX2/SPRY1/PTN/TGFBR1/PAX6/SMOC1	23
BP	GO:0048880	sensory system development	6	6/39	259/10965	2.7784298137813695e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	SOX2/SPRY1/PTN/TGFBR1/PAX6/SMOC1	23
BP	GO:0003231	cardiac ventricle development	4	4/39	90/10965	2.8027382775333055e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	LRP2/SFRP2/TGFBR1/TPM1	23
BP	GO:0003229	ventricular cardiac muscle tissue development	3	3/39	37/10965	2.9730729734870075e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	LRP2/TGFBR1/TPM1	23
BP	GO:0045665	negative regulation of neuron differentiation	5	5/39	168/10965	3.0046850924345147e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	EPHA4/SOX2/FEZF2/PAX6/SOX3	23
BP	GO:0050673	epithelial cell proliferation	6	6/39	263/10965	3.0172400153285806e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	SOX2/SFRP2/PTN/SULF1/TGFBR1/PAX6	23
BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	4	4/39	92/10965	3.049262667160789e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	LRP2/SPRY1/SFRP2/TGFBR1	23
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	5	5/39	169/10965	3.0882878337945986e-4	0.008076164033281725	0.005968031901255501	2.2241688640705415	LRP2/SPRY1/SFRP2/SULF1/TGFBR1	23
BP	GO:0007409	axonogenesis	7	7/39	378/10965	3.242251447719018e-4	0.008321778715812146	0.00614953344762301	2.211157831998384	EPHA4/FEZF2/FEZF1/FZD3/PAX6/OTX2/CDH2	23
BP	GO:0045995	regulation of embryonic development	4	4/39	94/10965	3.310993222325285e-4	0.008343702920259717	0.006165734747028713	2.2100151627719558	SFRP2/FZD3/SULF1/OTX2	23
BP	GO:0003007	heart morphogenesis	5	5/39	179/10965	4.025039856670373e-4	0.009821106421640179	0.007257489593875519	2.139213578207371	LRP2/SPRY1/SFRP2/TGFBR1/TPM1	23
BP	GO:0055008	cardiac muscle tissue morphogenesis	3	3/39	41/10965	4.0389831604147926e-4	0.009821106421640179	0.007257489593875519	2.139213578207371	LRP2/TGFBR1/TPM1	23
BP	GO:0006935	chemotaxis	7	7/39	398/10965	4.4288263135229685e-4	0.010583367707832473	0.007820776775059615	2.10675010980864	EPHA4/FEZF2/FEZF1/PTN/FZD3/PAX6/OTX2	23
BP	GO:0042330	taxis	7	7/39	400/10965	4.5644650144924503e-4	0.01072262459336701	0.007923683245497153	2.10107289399698	EPHA4/FEZF2/FEZF1/PTN/FZD3/PAX6/OTX2	23
BP	GO:0048645	animal organ formation	3	3/39	43/10965	4.652977544961765e-4	0.010748378128861678	0.007942714300434733	2.1000310587493867	LRP2/SPRY1/SULF1	23
BP	GO:0010720	positive regulation of cell development	7	7/39	405/10965	4.918203569449665e-4	0.011174803520093831	0.00825782928917088	2.083134099366064	LRP2/EPHA4/FEZF2/FEZF1/PTN/FZD3/PAX6	23
BP	GO:0007507	heart development	7	7/39	408/10965	5.140786422876164e-4	0.011492145132429618	0.00849233478685655	2.070972893307445	LRP2/TFDP2/SPRY1/SFRP2/PTN/TGFBR1/TPM1	23
BP	GO:0007405	neuroblast proliferation	3	3/39	45/10965	5.323891341763404e-4	0.011617500866879182	0.008584968742669891	2.0662612817390227	PTN/FZD3/PAX6	23
BP	GO:0021781	glial cell fate commitment	2	2/39	10/10965	5.448322917367582e-4	0.011617500866879182	0.008584968742669891	2.0662612817390227	SOX2/PAX6	23
BP	GO:1901626	regulation of postsynaptic membrane organization	2	2/39	10/10965	5.448322917367582e-4	0.011617500866879182	0.008584968742669891	2.0662612817390227	PTN/CDH2	23
BP	GO:0021537	telencephalon development	5	5/39	195/10965	5.952765558411074e-4	0.012500807672663254	0.009237704766082894	2.034435921772299	FEZF2/FEZF1/EMX2/PAX6/CDH2	23
BP	GO:0048608	reproductive structure development	6	6/39	301/10965	6.188016538347068e-4	0.012800881973356772	0.009459450262076508	2.0241341019791776	LRP2/SFRP2/PTN/SULF1/DMRTA1/TGFBR1	23
BP	GO:0072091	regulation of stem cell proliferation	3	3/39	48/10965	6.441581759871773e-4	0.013129459292915115	0.009702258594977144	2.013127154274483	PTN/FZD3/PAX6	23
BP	GO:0061458	reproductive system development	6	6/39	305/10965	6.633192954675185e-4	0.013324065848086675	0.009846066735162404	2.006737224970478	LRP2/SFRP2/PTN/SULF1/DMRTA1/TGFBR1	23
BP	GO:0001708	cell fate specification	3	3/39	49/10965	6.844856292545442e-4	0.013361930734461947	0.00987404769851255	2.0055047791672513	SOX2/SFRP2/PAX6	23
BP	GO:0060415	muscle tissue morphogenesis	3	3/39	49/10965	6.844856292545442e-4	0.013361930734461947	0.00987404769851255	2.0055047791672513	LRP2/TGFBR1/TPM1	23
BP	GO:0048732	gland development	6	6/39	314/10965	7.726070485406126e-4	0.014872685684406793	0.010990448219737077	1.9589845955301877	SOX2/PTN/SULF1/TGFBR1/PAX6/SOX3	23
BP	GO:0021542	dentate gyrus development	2	2/39	12/10965	7.955020618754582e-4	0.015103641887114865	0.011161117609298065	1.9522923155015652	FEZF2/EMX2	23
BP	GO:0001764	neuron migration	4	4/39	119/10965	8.089479355176618e-4	0.015151376197668638	0.01119639176754886	1.9509219137510756	FEZF2/FEZF1/FZD3/PAX6	23
BP	GO:0048644	muscle organ morphogenesis	3	3/39	53/10965	8.618146101838239e-4	0.015926333996197067	0.011769061273106814	1.9292581760833443	LRP2/TGFBR1/TPM1	23
BP	GO:0072001	renal system development	5	5/39	214/10965	9.062958249603448e-4	0.016527973860461027	0.012213654261584701	1.9131543779713263	EPHA4/SPRY1/SULF1/TGFBR1/EMX2	23
BP	GO:0060977	coronary vasculature morphogenesis	2	2/39	13/10965	9.380280322459928e-4	0.016767088710915926	0.01239035263592405	1.9069163331996766	LRP2/TGFBR1	23
BP	GO:0003205	cardiac chamber development	4	4/39	124/10965	9.436023949866106e-4	0.016767088710915926	0.01239035263592405	1.9069163331996766	LRP2/SFRP2/TGFBR1/TPM1	23
BP	GO:0110110	positive regulation of animal organ morphogenesis	3	3/39	56/10965	0.0010123053375170892	0.01776019237719855	0.01312422509532482	1.8819263295798683	SPRY1/PTN/TGFBR1	23
BP	GO:0016331	morphogenesis of embryonic epithelium	4	4/39	127/10965	0.0010315852622589136	0.01787221466863568	0.01320700605497267	1.879195623049593	LRP2/SFRP2/FZD3/SULF1	23
BP	GO:0001568	blood vessel development	7	7/39	463/10965	0.0010867638269348437	0.018480376187034398	0.013656418341296021	1.8646631878120687	LRP2/SFRP2/PTN/SULF1/TGFBR1/PAX6/CDH2	23
BP	GO:0021953	central nervous system neuron differentiation	4	4/39	129/10965	0.0010933555897091058	0.018480376187034398	0.013656418341296021	1.8646631878120687	EPHA4/FEZF2/SFRP2/PAX6	23
BP	GO:0021543	pallium development	4	4/39	131/10965	0.001157684765540143	0.019331940783598053	0.014285697867730617	1.8450985391313235	FEZF2/EMX2/PAX6/CDH2	23
BP	GO:0036342	post-anal tail morphogenesis	2	2/39	15/10965	0.0012570681645423165	0.020497605600654712	0.015147087604949525	1.8196708627847493	SFRP2/FZD3	23
BP	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	2	2/39	15/10965	0.0012570681645423165	0.020497605600654712	0.015147087604949525	1.8196708627847493	SPRY1/SULF1	23
BP	GO:0002088	lens development in camera-type eye	3	3/39	61/10965	0.0012982946044853311	0.02092367816065894	0.015461941862475242	1.8107359640271423	SPRY1/TGFBR1/PAX6	23
BP	GO:0043408	regulation of MAPK cascade	7	7/39	480/10965	0.001340515114474941	0.02123901046135953	0.01569496254188716	1.8042397164641695	EPHA4/SOX2/SPRY1/SFRP2/TGFBR1/MAP2K6/CDH2	23
BP	GO:0048839	inner ear development	4	4/39	137/10965	0.001366597712258872	0.02123901046135953	0.01569496254188716	1.8042397164641695	EPHA4/ZIC1/SOX2/FZD3	23
BP	GO:0030510	regulation of BMP signaling pathway	3	3/39	63/10965	0.0014255164020506154	0.02123901046135953	0.01569496254188716	1.8042397164641695	LRP2/SFRP2/SULF1	23
BP	GO:0030901	midbrain development	3	3/39	63/10965	0.0014255164020506154	0.02123901046135953	0.01569496254188716	1.8042397164641695	SFRP2/FZD3/OTX2	23
BP	GO:0001655	urogenital system development	5	5/39	237/10965	0.0014292138491616175	0.02123901046135953	0.01569496254188716	1.8042397164641695	EPHA4/SPRY1/SULF1/TGFBR1/EMX2	23
BP	GO:0002052	positive regulation of neuroblast proliferation	2	2/39	16/10965	0.0014334259070600372	0.02123901046135953	0.01569496254188716	1.8042397164641695	FZD3/PAX6	23
BP	GO:1902004	positive regulation of amyloid-beta formation	2	2/39	16/10965	0.0014334259070600372	0.02123901046135953	0.01569496254188716	1.8042397164641695	EPHA4/CLU	23
BP	GO:0001944	vasculature development	7	7/39	486/10965	0.0014404523689522336	0.02123901046135953	0.01569496254188716	1.8042397164641695	LRP2/SFRP2/PTN/SULF1/TGFBR1/PAX6/CDH2	23
BP	GO:0043009	chordate embryonic development	7	7/39	488/10965	0.0014750369276837802	0.021520012439681255	0.015902614189876103	1.7985314772571661	LRP2/SFRP2/FZD3/SULF1/TGFBR1/PAX6/TPM1	23
BP	GO:0071363	cellular response to growth factor stimulus	7	7/39	496/10965	0.0016199623321501188	0.02292422976478671	0.016940286748034838	1.7710792426454987	LRP2/SPRY1/SFRP2/PTN/SULF1/TGFBR1/OTX2	23
BP	GO:0007413	axonal fasciculation	2	2/39	17/10965	0.001620905134883909	0.02292422976478671	0.016940286748034838	1.7710792426454987	EPHA4/FEZF2	23
BP	GO:0106030	neuron projection fasciculation	2	2/39	17/10965	0.001620905134883909	0.02292422976478671	0.016940286748034838	1.7710792426454987	EPHA4/FEZF2	23
BP	GO:0009792	embryo development ending in birth or egg hatching	7	7/39	497/10965	0.001638836813805354	0.022943715393274954	0.016954686016295687	1.7707102485077069	LRP2/SFRP2/FZD3/SULF1/TGFBR1/PAX6/TPM1	23
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	5	5/39	246/10965	0.0016849985045089876	0.02335407927249457	0.017257932051444685	1.7630112452634545	LRP2/SPRY1/SFRP2/SULF1/TGFBR1	23
BP	GO:0021915	neural tube development	4	4/39	146/10965	0.0017274888656833255	0.023705936315218702	0.017517943369566188	1.7565168819394639	LRP2/SFRP2/FZD3/PAX6	23
BP	GO:0002062	chondrocyte differentiation	3	3/39	68/10965	0.001777111385338608	0.02391619796766349	0.01767332013559397	1.7526818556364798	SFRP2/SULF1/TGFBR1	23
BP	GO:0060562	epithelial tube morphogenesis	5	5/39	249/10965	0.0017773220711899997	0.02391619796766349	0.01767332013559397	1.7526818556364798	LRP2/EPHA4/SPRY1/SFRP2/FZD3	23
BP	GO:0043405	regulation of MAP kinase activity	5	5/39	250/10965	0.001808909265349131	0.024107194632441303	0.01781446068000713	1.7492273210672358	EPHA4/SPRY1/SFRP2/TGFBR1/MAP2K6	23
BP	GO:0010717	regulation of epithelial to mesenchymal transition	3	3/39	69/10965	0.0018533417052102542	0.02410897678400064	0.017815777634109988	1.749195216544386	SPRY1/SFRP2/TGFBR1	23
BP	GO:0021510	spinal cord development	3	3/39	69/10965	0.0018533417052102542	0.02410897678400064	0.017815777634109988	1.749195216544386	ZIC1/PTN/PAX6	23
BP	GO:0008406	gonad development	4	4/39	149/10965	0.0018612269234401647	0.02410897678400064	0.017815777634109988	1.749195216544386	LRP2/SFRP2/DMRTA1/TGFBR1	23
BP	GO:0042493	response to drug	5	5/39	255/10965	0.001973086764668477	0.025321280146578792	0.01871163179359092	1.7278883371365372	SFRP2/PTN/FZD3/EMX2/MAP2K6	23
BP	GO:0007628	adult walking behavior	2	2/39	19/10965	0.002028919466078814	0.025334075495362488	0.018721087154999393	1.7276689348870198	EPHA4/ZIC1	23
BP	GO:1902993	positive regulation of amyloid precursor protein catabolic process	2	2/39	19/10965	0.002028919466078814	0.025334075495362488	0.018721087154999393	1.7276689348870198	EPHA4/CLU	23
BP	GO:2000178	negative regulation of neural precursor cell proliferation	2	2/39	19/10965	0.002028919466078814	0.025334075495362488	0.018721087154999393	1.7276689348870198	PTN/PAX6	23
BP	GO:0045137	development of primary sexual characteristics	4	4/39	153/10965	0.002050526765371511	0.025375268721472447	0.01875152765701579	1.7269633452169963	LRP2/SFRP2/DMRTA1/TGFBR1	23
BP	GO:0048709	oligodendrocyte differentiation	3	3/39	72/10965	0.002094205568333355	0.025686450599203804	0.018981481304036835	1.7216698984911118	PTN/CLU/PAX6	23
BP	GO:0071542	dopaminergic neuron differentiation	2	2/39	20/10965	0.0022493012386710465	0.02715101916404633	0.020063751535366506	1.6975878590136229	SFRP2/OTX2	23
BP	GO:0043583	ear development	4	4/39	157/10965	0.0022527901903790244	0.02715101916404633	0.020063751535366506	1.6975878590136229	EPHA4/ZIC1/SOX2/FZD3	23
BP	GO:0001937	negative regulation of endothelial cell proliferation	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	SULF1/TGFBR1	23
BP	GO:0002063	chondrocyte development	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	SFRP2/SULF1	23
BP	GO:0003401	axis elongation	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	SPRY1/SFRP2	23
BP	GO:0030049	muscle filament sliding	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	TPM1/TNNT1	23
BP	GO:0033275	actin-myosin filament sliding	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	TPM1/TNNT1	23
BP	GO:0090659	walking behavior	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	EPHA4/ZIC1	23
BP	GO:0097150	neuronal stem cell population maintenance	2	2/39	21/10965	0.0024804978317259007	0.028180081924361465	0.020824196637353767	1.6814317439521016	SOX2/CDH2	23
BP	GO:0009611	response to wounding	6	6/39	396/10965	0.0025366106464691364	0.028583271187042462	0.021122140855921866	1.6752620655514192	EPHA4/SOX2/PTN/TGFBR1/PAX6/TPM1	23
BP	GO:0048514	blood vessel morphogenesis	6	6/39	397/10965	0.002568841655205637	0.028713020436411392	0.021218021481452333	1.6732951152390174	LRP2/SFRP2/PTN/SULF1/TGFBR1/CDH2	23
BP	GO:0021761	limbic system development	3	3/39	78/10965	0.002632374938349894	0.02902532980910627	0.02144880831188608	1.6685968320549691	FEZF2/EMX2/SOX3	23
BP	GO:0001709	cell fate determination	2	2/39	22/10965	0.0027224335318786546	0.02902532980910627	0.02144880831188608	1.6685968320549691	FEZF2/PAX6	23
BP	GO:0048679	regulation of axon regeneration	2	2/39	22/10965	0.0027224335318786546	0.02902532980910627	0.02144880831188608	1.6685968320549691	EPHA4/PTN	23
BP	GO:0060795	cell fate commitment involved in formation of primary germ layer	2	2/39	22/10965	0.0027224335318786546	0.02902532980910627	0.02144880831188608	1.6685968320549691	SOX2/SFRP2	23
BP	GO:0097242	amyloid-beta clearance	2	2/39	22/10965	0.0027224335318786546	0.02902532980910627	0.02144880831188608	1.6685968320549691	LRP2/CLU	23
BP	GO:0140058	neuron projection arborization	2	2/39	22/10965	0.0027224335318786546	0.02902532980910627	0.02144880831188608	1.6685968320549691	LRP2/PTN	23
BP	GO:0099175	regulation of postsynapse organization	3	3/39	81/10965	0.0029306341288555288	0.031002975511611287	0.02291022645461972	1.639970618034274	EPHA4/PTN/CDH2	23
BP	GO:0003156	regulation of animal organ formation	2	2/39	23/10965	0.002975033003639467	0.031002975511611287	0.02291022645461972	1.639970618034274	SPRY1/SULF1	23
BP	GO:0045214	sarcomere organization	2	2/39	23/10965	0.002975033003639467	0.031002975511611287	0.02291022645461972	1.639970618034274	TPM1/TNNT1	23
BP	GO:0010092	specification of animal organ identity	2	2/39	24/10965	0.003238221287772702	0.0328002501348626	0.024238356027357272	1.6154968396402039	LRP2/SPRY1	23
BP	GO:0060317	cardiac epithelial to mesenchymal transition	2	2/39	24/10965	0.003238221287772702	0.0328002501348626	0.024238356027357272	1.6154968396402039	SPRY1/TGFBR1	23
BP	GO:0070570	regulation of neuron projection regeneration	2	2/39	24/10965	0.003238221287772702	0.0328002501348626	0.024238356027357272	1.6154968396402039	EPHA4/PTN	23
BP	GO:0002009	morphogenesis of an epithelium	6	6/39	416/10965	0.0032421603668659287	0.0328002501348626	0.024238356027357272	1.6154968396402039	LRP2/EPHA4/SPRY1/SFRP2/FZD3/SULF1	23
BP	GO:0008543	fibroblast growth factor receptor signaling pathway	3	3/39	86/10965	0.0034725046490216697	0.03462511829887795	0.0255868763612123	1.5919827294270383	SPRY1/SULF1/OTX2	23
BP	GO:0022612	gland morphogenesis	3	3/39	86/10965	0.0034725046490216697	0.03462511829887795	0.0255868763612123	1.5919827294270383	PTN/SULF1/PAX6	23
BP	GO:0010470	regulation of gastrulation	2	2/39	25/10965	0.00351192379968255	0.03476804561685724	0.025692495166098655	1.5901937165103435	SFRP2/OTX2	23
BP	GO:0001843	neural tube closure	3	3/39	87/10965	0.0035877359112008182	0.035018323752988266	0.02587744285840175	1.5870786417341993	LRP2/SFRP2/FZD3	23
BP	GO:0060606	tube closure	3	3/39	87/10965	0.0035877359112008182	0.035018323752988266	0.02587744285840175	1.5870786417341993	LRP2/SFRP2/FZD3	23
BP	GO:0030336	negative regulation of cell migration	4	4/39	180/10965	0.0036895578976243464	0.03551199476463433	0.026242250251377844	1.5809989273049532	SFRP2/PTN/SULF1/TPM1	23
BP	GO:0090596	sensory organ morphogenesis	4	4/39	180/10965	0.0036895578976243464	0.03551199476463433	0.026242250251377844	1.5809989273049532	ZIC1/PTN/FZD3/PAX6	23
